,director_id,company_id,director,gender,company,edge
5752,187.0,14.0,"Cormac Mccarthy",male,"C&C Group Plc",0.0
5753,192.0,14.0,"Daniel John Kitchen",male,"C&C Group Plc",0.0
5754,196.0,14.0,"Daniel Noel O'Connor",male,"C&C Group Plc",0.0
5755,199.0,14.0,"Danuta Gray",female,"C&C Group Plc",0.0
5756,200.0,14.0,"Davida Marston",female,"C&C Group Plc",0.0
5757,202.0,14.0,"David Begg",male,"C&C Group Plc",0.0
5758,203.0,14.0,"David Bonderman",male,"C&C Group Plc",0.0
5759,204.0,14.0,"David Byrne",male,"C&C Group Plc",0.0
5760,206.0,14.0,"David Doyle",male,"C&C Group Plc",0.0
5761,207.0,14.0,"David E. Sanders",male,"C&C Group Plc",0.0
5762,208.0,14.0,"David Farrell",male,"C&C Group Plc",0.0
5763,209.0,14.0,"David Gallagher",male,"C&C Group Plc",0.0
5764,213.0,14.0,"David Harrison",male,"C&C Group Plc",0.0
5765,215.0,14.0,"David Howard Thomas",male,"C&C Group Plc",0.0
5766,216.0,14.0,"David Kennedy",male,"C&C Group Plc",0.0
5767,220.0,14.0,"David Mccann",male,"C&C Group Plc",0.0
5768,224.0,14.0,"David Paige",male,"C&C Group Plc",0.0
5769,227.0,14.0,"David Quirke",male,"C&C Group Plc",0.0
5770,231.0,14.0,"David Symonds Hooker",male,"C&C Group Plc",0.0
5771,234.0,14.0,"Declan Gerard Francis Mckeon",male,"C&C Group Plc",0.0
5772,235.0,14.0,"Declan Giblin",male,"C&C Group Plc",0.0
5773,240.0,14.0,"Denis Buckley",male,"C&C Group Plc",0.0
5774,242.0,14.0,"Denis Carroll",male,"C&C Group Plc",0.0
5775,245.0,14.0,"Denis Francis Wallis",male,"C&C Group Plc",0.0
5776,251.0,14.0,"Dennis C. Francis",male,"C&C Group Plc",0.0
5777,260.0,14.0,"Dermot Martin",male,"C&C Group Plc",0.0
5778,261.0,14.0,"Dermot Mulvihill",male,"C&C Group Plc",0.0
5779,268.0,14.0,"Dominic Dodd",male,"C&C Group Plc",0.0
5780,274.0,14.0,"Donald A Mcgovern Jnr",male,"C&C Group Plc",0.0
5781,275.0,14.0,"Donald Roth",male,"C&C Group Plc",0.0
5782,276.0,14.0,"Donald Schissel",male,"C&C Group Plc",0.0
5783,285.0,14.0,"Donard Patrick Thomas Gaynor",male,"C&C Group Plc",0.0
5784,289.0,14.0,"Eamon Marian Power",male,"C&C Group Plc",0.0
5785,291.0,14.0,"Eamonn Rothwell",male,"C&C Group Plc",0.0
5786,303.0,14.0,"Elizabeth Headon",female,"C&C Group Plc",0.0
5787,306.0,14.0,"Emer Daly",female,"C&C Group Plc",0.0
5788,308.0,14.0,"Emmett O'Connell",male,"C&C Group Plc",0.0
5789,312.0,14.0,"Ernst Johann Bartschi",male,"C&C Group Plc",0.0
5790,317.0,14.0,"Eugene Michael Murtagh",male,"C&C Group Plc",0.0
5791,318.0,14.0,"Eugene Murtagh",male,"C&C Group Plc",0.0
5792,319.0,14.0,"Evelyn Bourke",female,"C&C Group Plc",0.0
5793,323.0,14.0,"Fintan Maher",male,"C&C Group Plc",0.0
5794,324.0,14.0,"Flor Healy",female,"C&C Group Plc",0.0
5795,328.0,14.0,"Francis Devenney",male,"C&C Group Plc",0.0
5796,329.0,14.0,"Francis Hackett",male,"C&C Group Plc",0.0
5797,330.0,14.0,"Francis James Davis",male,"C&C Group Plc",0.0
5798,333.0,14.0,"Frank Browne",male,"C&C Group Plc",0.0
5799,334.0,14.0,"Frank Gernon",male,"C&C Group Plc",0.0
5800,337.0,14.0,"Frank Murray",male,"C&C Group Plc",0.0
5801,341.0,14.0,"Frederick Derek Tughan",male,"C&C Group Plc",0.0
5802,343.0,14.0,"Frits Beurskens",male,"C&C Group Plc",0.0
5803,344.0,14.0,"Gabriel Smith",male,"C&C Group Plc",0.0
5804,346.0,14.0,"Garret Roche",male,"C&C Group Plc",0.0
5805,347.0,14.0,"Garry Lyons",male,"C&C Group Plc",0.0
5806,349.0,14.0,"Gary Kennedy",male,"C&C Group Plc",0.0
5807,351.0,14.0,"Gary Owens",male,"C&C Group Plc",0.0
5808,353.0,14.0,"Gavin O'Reilly",male,"C&C Group Plc",0.0
5809,355.0,14.0,"Gearoid O'Dea",male,"C&C Group Plc",0.0
5810,356.0,14.0,"Geoffrey Doherty",male,"C&C Group Plc",0.0
5811,357.0,14.0,"Geoffrey Mc Clay",male,"C&C Group Plc",0.0
5812,359.0,14.0,"Geoffrey Vance",male,"C&C Group Plc",0.0
5813,360.0,14.0,"George David Golder",male,"C&C Group Plc",0.0
5814,368.0,14.0,"Gerard Behan",male,"C&C Group Plc",0.0
5815,370.0,14.0,"Gerard Fagan",male,"C&C Group Plc",0.0
5816,371.0,14.0,"Gerard Flood",male,"C&C Group Plc",0.0
5817,372.0,14.0,"Gerard Mc Gann",male,"C&C Group Plc",0.0
5818,373.0,14.0,"Gerard O'Hanlon",male,"C&C Group Plc",0.0
5819,374.0,14.0,"Gilbert Mccarthy",male,"C&C Group Plc",0.0
5820,377.0,14.0,"Glen Lucken",male,"C&C Group Plc",0.0
5821,381.0,14.0,"Graham O'Brien",male,"C&C Group Plc",0.0
5822,386.0,14.0,"Hannah Josephine (Siobhan) Talbot",female,"C&C Group Plc",0.0
5823,388.0,14.0,"Harry Stratford",male,"C&C Group Plc",0.0
5824,390.0,14.0,"Heather-Ann Mcsharry",female,"C&C Group Plc",0.0
5825,391.0,14.0,"Helen Kirkpatrick",female,"C&C Group Plc",0.0
5826,392.0,14.0,"Henry Hamilton Rennison",male,"C&C Group Plc",0.0
5827,394.0,14.0,"Henry Mcgarvey",male,"C&C Group Plc",0.0
5828,395.0,14.0,"Henry Vincent Corbally",male,"C&C Group Plc",0.0
5829,398.0,14.0,"Hugh Edward Mcguire",male,"C&C Group Plc",0.0
5830,400.0,14.0,"Hugh James Mccutcheon",male,"C&C Group Plc",0.0
5831,409.0,14.0,"Ian Curley",male,"C&C Group Plc",0.0
5832,410.0,14.0,"Ian Dunleavy",male,"C&C Group Plc",0.0
5833,412.0,14.0,"Ian George Craig",male,"C&C Group Plc",0.0
5834,413.0,14.0,"Ian Ireland",male,"C&C Group Plc",0.0
5835,414.0,14.0,"Ian Springett",male,"C&C Group Plc",0.0
5836,417.0,14.0,"Irial Finan",male,"C&C Group Plc",0.0
5837,430.0,14.0,"James C Kenny",male,"C&C Group Plc",0.0
5838,432.0,14.0,"James Douglas Agnew",male,"C&C Group Plc",0.0
5839,436.0,14.0,"James Jones",male,"C&C Group Plc",0.0
5840,444.0,14.0,"James O'Dwyer",male,"C&C Group Plc",0.0
5841,445.0,14.0,"James Osborne",male,"C&C Group Plc",0.0
5842,454.0,14.0,"Jan Maarten De Jong",female,"C&C Group Plc",0.0
5843,456.0,14.0,"Jeremiah Doheny",male,"C&C Group Plc",0.0
5844,457.0,14.0,"Jeremiah Vincent Liston",male,"C&C Group Plc",0.0
5845,459.0,14.0,"Jeremy John David Masding",male,"C&C Group Plc",0.0
5846,462.0,14.0,"Jerome Joseph Kennedy",male,"C&C Group Plc",0.0
5847,465.0,14.0,"Jim O'Hara",male,"C&C Group Plc",0.0
5848,468.0,14.0,"Joan Garahy",female,"C&C Group Plc",0.0
5849,469.0,14.0,"Joe Walsh",male,"C&C Group Plc",0.0
5850,470.0,14.0,"Johan Thijs",male,"C&C Group Plc",0.0
5851,472.0,14.0,"John Anthony Cotter",male,"C&C Group Plc",0.0
5852,474.0,14.0,"John Bateson",male,"C&C Group Plc",0.0
5853,477.0,14.0,"John Bowe",male,"C&C Group Plc",0.0
5854,478.0,14.0,"John Brendan Mcguckian",male,"C&C Group Plc",0.0
5855,480.0,14.0,"John Bryan",male,"C&C Group Plc",0.0
5856,484.0,14.0,"John Callaghan",male,"C&C Group Plc",0.0
5857,485.0,14.0,"John Carroll",male,"C&C Group Plc",0.0
5858,491.0,14.0,"John Craven",male,"C&C Group Plc",0.0
5859,493.0,14.0,"John Declan Mccourt",male,"C&C Group Plc",0.0
5860,505.0,14.0,"John Gallagher",male,"C&C Group Plc",0.0
5861,508.0,14.0,"John Hennessy",male,"C&C Group Plc",0.0
5862,509.0,14.0,"John Hogan",male,"C&C Group Plc",1.0
5863,512.0,14.0,"John Joseph Moloney",male,"C&C Group Plc",0.0
5864,523.0,14.0,"John Murphy",male,"C&C Group Plc",0.0
5865,535.0,14.0,"John Rockett",male,"C&C Group Plc",0.0
5866,536.0,14.0,"John Roger Humber",male,"C&C Group Plc",0.0
5867,539.0,14.0,"John Sheehan",male,"C&C Group Plc",0.0
5868,542.0,14.0,"John Tracey",male,"C&C Group Plc",0.0
5869,545.0,14.0,"John William Kennedy",male,"C&C Group Plc",0.0
5870,550.0,14.0,"Joris Jeroen Brams",male,"C&C Group Plc",1.0
5871,556.0,14.0,"Joseph Purcell",male,"C&C Group Plc",0.0
5872,559.0,14.0,"Julie O'Neill",female,"C&C Group Plc",0.0
5873,560.0,14.0,"Justin Phillip Crowley",male,"C&C Group Plc",0.0
5874,561.0,14.0,"Justin Richard Loasby",male,"C&C Group Plc",0.0
5875,563.0,14.0,"Keith James Phair",male,"C&C Group Plc",0.0
5876,565.0,14.0,"Kenneth Kuchling",male,"C&C Group Plc",0.0
5877,566.0,14.0,"Kenneth Neison",male,"C&C Group Plc",1.0
5878,567.0,14.0,"Ken Slattery",male,"C&C Group Plc",0.0
5879,568.0,14.0,"Kent Atkinson",male,"C&C Group Plc",0.0
5880,569.0,14.0,"Kerr Anderson",male,"C&C Group Plc",0.0
5881,570.0,14.0,"Kevin Barry",male,"C&C Group Plc",0.0
5882,583.0,14.0,"Kieran Breen",male,"C&C Group Plc",0.0
5883,584.0,14.0,"Kieran Francis Murphy",male,"C&C Group Plc",0.0
5884,589.0,14.0,"Kirill Andreyevich Golovanov",male,"C&C Group Plc",0.0
5885,591.0,14.0,"Kyran Mclaughlin",male,"C&C Group Plc",0.0
5886,593.0,14.0,"Laurence Crowley",male,"C&C Group Plc",0.0
5887,597.0,14.0,"Leonard John Patrick O'Hagan",male,"C&C Group Plc",0.0
5888,598.0,14.0,"Leonid Pavlovich Skoptsov",male,"C&C Group Plc",0.0
5889,599.0,14.0,"Leslie Buckley",female,"C&C Group Plc",0.0
5890,604.0,14.0,"Liam Herlihy",male,"C&C Group Plc",0.0
5891,607.0,14.0,"Linda Hickey",female,"C&C Group Plc",0.0
5892,609.0,14.0,"Lorenzo Giuseppe Fraquelli",male,"C&C Group Plc",0.0
5893,613.0,14.0,"Louise Phelan",female,"C&C Group Plc",0.0
5894,614.0,14.0,"Louis Maguire",male,"C&C Group Plc",0.0
5895,617.0,14.0,"Lucy Gaffney",female,"C&C Group Plc",0.0
5896,618.0,14.0,"Maeve Catherine Carton",female,"C&C Group Plc",0.0
5897,624.0,14.0,"Mark Bourke",male,"C&C Group Plc",0.0
5898,625.0,14.0,"Mark Garvey",male,"C&C Group Plc",0.0
5899,628.0,14.0,"Mark Towe",male,"C&C Group Plc",0.0
5900,631.0,14.0,"Martin Keane",male,"C&C Group Plc",0.0
5901,638.0,14.0,"Matt Mcnulty",male,"C&C Group Plc",0.0
5902,639.0,14.0,"Matt Merrick",male,"C&C Group Plc",0.0
5903,640.0,14.0,"Maureen Jones",female,"C&C Group Plc",0.0
5904,646.0,14.0,"Mella Frewen",female,"C&C Group Plc",0.0
5905,647.0,14.0,"Melvin Frederick Quiller",male,"C&C Group Plc",0.0
5906,648.0,14.0,"Michael Anthony Mcnulty",male,"C&C Group Plc",0.0
5907,649.0,14.0,"Michael Berkery",male,"C&C Group Plc",0.0
5908,651.0,14.0,"Michael Cawley",male,"C&C Group Plc",0.0
5909,652.0,14.0,"Michael Christian Pereira-Rego",male,"C&C Group Plc",0.0
5910,653.0,14.0,"Michael Christopher Dowling",male,"C&C Group Plc",0.0
5911,656.0,14.0,"Michael Donnelly",male,"C&C Group Plc",0.0
5912,660.0,14.0,"Michael Francis Carvill",male,"C&C Group Plc",0.0
5913,662.0,14.0,"Michael Griffin",male,"C&C Group Plc",0.0
5914,663.0,14.0,"Michael Henry Nolan",male,"C&C Group Plc",0.0
5915,664.0,14.0,"Michael J Donoghue",male,"C&C Group Plc",0.0
5916,669.0,14.0,"Michael Joseph Mckenna",male,"C&C Group Plc",0.0
5917,671.0,14.0,"Michael Keane",male,"C&C Group Plc",0.0
5918,675.0,14.0,"Michael O'Leary",male,"C&C Group Plc",0.0
5919,677.0,14.0,"Michael Patrick Horgan",male,"C&C Group Plc",0.0
5920,678.0,14.0,"Michael Power",male,"C&C Group Plc",0.0
5921,683.0,14.0,"Michael Teahan",male,"C&C Group Plc",0.0
5922,686.0,14.0,"Mikhail Alexandrovich Mogutov",male,"C&C Group Plc",0.0
5923,688.0,14.0,"Mohammed Al Ghurair",male,"C&C Group Plc",0.0
5924,689.0,14.0,"Montie Brewer",male,"C&C Group Plc",0.0
5925,691.0,14.0,"Myles Lee",male,"C&C Group Plc",0.0
5926,701.0,14.0,"Nial Ring",male,"C&C Group Plc",0.0
5927,702.0,14.0,"Nicanor Restrepo",male,"C&C Group Plc",0.0
5928,705.0,14.0,"Nicholas Hartery",male,"C&C Group Plc",0.0
5929,707.0,14.0,"Nicola Shaw",female,"C&C Group Plc",0.0
5930,708.0,14.0,"Nigel Northridge",male,"C&C Group Plc",0.0
5931,713.0,14.0,"Norman Witherow",male,"C&C Group Plc",0.0
5932,714.0,14.0,"Oliver Tattan",male,"C&C Group Plc",0.0
5933,716.0,14.0,"Owen Killian",male,"C&C Group Plc",0.0
5934,719.0,14.0,"Padraig Mcmanus",male,"C&C Group Plc",0.0
5935,720.0,14.0,"Padraig O Riordain",male,"C&C Group Plc",0.0
5936,721.0,14.0,"Padraig Walshe",male,"C&C Group Plc",0.0
5937,723.0,14.0,"Pascal Taggart",male,"C&C Group Plc",0.0
5938,724.0,14.0,"Pat Butler",female,"C&C Group Plc",0.0
5939,733.0,14.0,"Patrick Gerard Flahive",male,"C&C Group Plc",0.0
5940,734.0,14.0,"Patrick Gleeson",male,"C&C Group Plc",0.0
5941,735.0,14.0,"Patrick Haren",male,"C&C Group Plc",0.0
5942,741.0,14.0,"Patrick Kelly",male,"C&C Group Plc",0.0
5943,742.0,14.0,"Patrick Kennedy",male,"C&C Group Plc",0.0
5944,746.0,14.0,"Patrick Mceniff",male,"C&C Group Plc",0.0
5945,749.0,14.0,"Patrick Mulvihill",male,"C&C Group Plc",0.0
5946,750.0,14.0,"Patrick Murphy",male,"C&C Group Plc",0.0
5947,753.0,14.0,"Patrick O'Sullivan",male,"C&C Group Plc",0.0
5948,754.0,14.0,"Patrick Purcell",male,"C&C Group Plc",0.0
5949,756.0,14.0,"Patrick Ryan",male,"C&C Group Plc",0.0
5950,758.0,14.0,"Patrick Vincent Landy",male,"C&C Group Plc",0.0
5951,762.0,14.0,"Paul Carroll",male,"C&C Group Plc",0.0
5952,765.0,14.0,"Paul Dowling",male,"C&C Group Plc",0.0
5953,770.0,14.0,"Paul Haran",male,"C&C Group Plc",0.0
5954,777.0,14.0,"Paul M Connolly",male,"C&C Group Plc",0.0
5955,783.0,14.0,"Paul Stecko",male,"C&C Group Plc",0.0
5956,790.0,14.0,"Peter Furlong",male,"C&C Group Plc",0.0
5957,799.0,14.0,"Peter Lennon",male,"C&C Group Plc",0.0
5958,800.0,14.0,"Peter Lynch",male,"C&C Group Plc",0.0
5959,803.0,14.0,"Peter Priestley",male,"C&C Group Plc",0.0
5960,807.0,14.0,"Peter Wilson",male,"C&C Group Plc",0.0
5961,818.0,14.0,"Philip O'Quigley",male,"C&C Group Plc",0.0
5962,820.0,14.0,"Philip Toomey",male,"C&C Group Plc",0.0
5963,825.0,14.0,"Prem Wasta",male,"C&C Group Plc",0.0
5964,830.0,14.0,"Richard Alexander Milliken",male,"C&C Group Plc",0.0
5965,838.0,14.0,"Richard Holroyd",male,"C&C Group Plc",1.0
5966,842.0,14.0,"Richard Thomas Walter Conroy",male,"C&C Group Plc",0.0
5967,845.0,14.0,"Richie Boucher",male,"C&C Group Plc",0.0
5968,847.0,14.0,"Robert Arnott",male,"C&C Group Plc",0.0
5969,850.0,14.0,"Robert Fredrik Martin Adair",male,"C&C Group Plc",0.0
5970,852.0,14.0,"Robert Graham Ferguson",male,"C&C Group Plc",0.0
5971,854.0,14.0,"Robert Johnston",male,"C&C Group Plc",0.0
5972,856.0,14.0,"Robert N Kennedy",male,"C&C Group Plc",0.0
5973,857.0,14.0,"Robert O' Connell",male,"C&C Group Plc",0.0
5974,858.0,14.0,"Roberto Newell",male,"C&C Group Plc",0.0
5975,860.0,14.0,"Robin Phipps",female,"C&C Group Plc",0.0
5976,863.0,14.0,"Roger Chaplin",male,"C&C Group Plc",0.0
5977,864.0,14.0,"Roger Conan",male,"C&C Group Plc",0.0
5978,876.0,14.0,"Rory Byrne",male,"C&C Group Plc",0.0
5979,879.0,14.0,"Rose Hynes",female,"C&C Group Plc",0.0
5980,880.0,14.0,"Rosemary P Thorne",female,"C&C Group Plc",0.0
5981,881.0,14.0,"Rose Mchugh",female,"C&C Group Plc",0.0
5982,886.0,14.0,"Russell Grant Shiels",male,"C&C Group Plc",0.0
5983,888.0,14.0,"Ryan Cara",male,"C&C Group Plc",0.0
5984,889.0,14.0,"Saeed Al Mazrooei",male,"C&C Group Plc",0.0
5985,891.0,14.0,"Sam Mencoff",male,"C&C Group Plc",0.0
5986,895.0,14.0,"Seamus Fitzpatrick",male,"C&C Group Plc",0.0
5987,896.0,14.0,"Seamus Taaffe",male,"C&C Group Plc",0.0
5988,898.0,14.0,"Sean Bugler",male,"C&C Group Plc",0.0
5989,902.0,14.0,"Sean Dorgan",male,"C&C Group Plc",0.0
5990,910.0,14.0,"Shane Reihill",male,"C&C Group Plc",0.0
5991,915.0,14.0,"Sofia Bianchi",female,"C&C Group Plc",0.0
5992,916.0,14.0,"Sorca Caitriona Conroy",female,"C&C Group Plc",0.0
5993,917.0,14.0,"Stan Mccarthy",male,"C&C Group Plc",0.0
5994,918.0,14.0,"Stephen Gerard Glancey",male,"C&C Group Plc",1.0
5995,920.0,14.0,"Stephen Kenneth Smith",male,"C&C Group Plc",0.0
5996,922.0,14.0,"Stephen Nicol",male,"C&C Group Plc",0.0
5997,923.0,14.0,"Stephen Staley",male,"C&C Group Plc",0.0
5998,925.0,14.0,"Stephen Vernon",male,"C&C Group Plc",0.0
5999,926.0,14.0,"Steven Mctiernan",male,"C&C Group Plc",0.0
6000,927.0,14.0,"Stewart Gilliland",male,"C&C Group Plc",1.0
6001,928.0,14.0,"Stewart Harrington",male,"C&C Group Plc",0.0
6002,929.0,14.0,"Stewart Kenny",male,"C&C Group Plc",0.0
6003,932.0,14.0,"Terence Buckley",male,"C&C Group Plc",0.0
6004,933.0,14.0,"Terence Fitzpatrick",male,"C&C Group Plc",0.0
6005,934.0,14.0,"Terence Francis O'Rourke",male,"C&C Group Plc",0.0
6006,939.0,14.0,"Thomas Brodin",male,"C&C Group Plc",0.0
6007,949.0,14.0,"Thomas Moran",male,"C&C Group Plc",0.0
6008,950.0,14.0,"Thomas O'Mahony",male,"C&C Group Plc",0.0
6009,958.0,14.0,"Thom Wernink",male,"C&C Group Plc",0.0
6010,959.0,14.0,"Thor Kristian Haugnaess",male,"C&C Group Plc",0.0
6011,962.0,14.0,"Timothy Rand Mccutcheon",male,"C&C Group Plc",0.0
6012,963.0,14.0,"Tom Considine",male,"C&C Group Plc",0.0
6013,964.0,14.0,"Tom Grace",male,"C&C Group Plc",0.0
6014,965.0,14.0,"Tom Hickey",male,"C&C Group Plc",0.0
6015,966.0,14.0,"Tom Murphy",male,"C&C Group Plc",0.0
6016,967.0,14.0,"Tom Purcell",male,"C&C Group Plc",0.0
6017,969.0,14.0,"Tony Mccluskey",male,"C&C Group Plc",0.0
6018,972.0,14.0,"Ulric Jerome",male,"C&C Group Plc",0.0
6019,973.0,14.0,"Utz-Hellmuth Felcht",male,"C&C Group Plc",0.0
6020,974.0,14.0,"Vakha Alvievich Sobraliev",male,"C&C Group Plc",0.0
6021,979.0,14.0,"Vincent C. Crowley",male,"C&C Group Plc",0.0
6022,980.0,14.0,"Vincent Gorman",male,"C&C Group Plc",0.0
6023,982.0,14.0,"Vincent Sheridan",male,"C&C Group Plc",0.0
6024,985.0,14.0,"Wilbur L Ross Jr",male,"C&C Group Plc",0.0
6025,988.0,14.0,"William Carroll",male,"C&C Group Plc",0.0
6026,991.0,14.0,"William Ignatius O'Mahony",male,"C&C Group Plc",0.0
6027,1000.0,14.0,"William Nowlan",male,"C&C Group Plc",0.0
6028,1001.0,14.0,"William Patrick Egan",male,"C&C Group Plc",0.0
6029,1006.0,14.0,"William Slattery",male,"C&C Group Plc",0.0
6030,1009.0,14.0,"Yuri Ivanovich Radchenko",male,"C&C Group Plc",0.0
6031,1.0,78.0,"Abdul-Jaleel Al-Khalifa",male,"Smurfit Kappa Group Plc",0.0
6032,5.0,78.0,"Adrian Toner",male,"Smurfit Kappa Group Plc",0.0
6033,6.0,78.0,"Ahmad Buti Saeed Al Muhairbi",male,"Smurfit Kappa Group Plc",0.0
6034,7.0,78.0,"Ahmad Sharaf",male,"Smurfit Kappa Group Plc",0.0
6035,9.0,78.0,"Aidan Brogan",male,"Smurfit Kappa Group Plc",0.0
6036,17.0,78.0,"Alan Graham Martin",male,"Smurfit Kappa Group Plc",0.0
6037,18.0,78.0,"Alan John Parsley",male,"Smurfit Kappa Group Plc",0.0
6038,22.0,78.0,"Alan Mooney",male,"Smurfit Kappa Group Plc",0.0
6039,24.0,78.0,"Alan Ronald Cook",male,"Smurfit Kappa Group Plc",0.0
6040,29.0,78.0,"Albert Manifold",male,"Smurfit Kappa Group Plc",0.0
6041,38.0,78.0,"Allan Marshall",male,"Smurfit Kappa Group Plc",0.0
6042,43.0,78.0,"Andrew Elliott Macfarlane",male,"Smurfit Kappa Group Plc",0.0
6043,45.0,78.0,"Andrew Keating",male,"Smurfit Kappa Group Plc",0.0
6044,47.0,78.0,"Andrew Langford",male,"Smurfit Kappa Group Plc",0.0
6045,50.0,78.0,"Andrew Nicholas John Hay",male,"Smurfit Kappa Group Plc",0.0
6046,53.0,78.0,"Anne Heraty",female,"Smurfit Kappa Group Plc",0.0
6047,60.0,78.0,"Anthony Carragher",male,"Smurfit Kappa Group Plc",0.0
6048,63.0,78.0,"Anthony James Kelly",male,"Smurfit Kappa Group Plc",0.0
6049,67.0,78.0,"Anthony Lowrie",male,"Smurfit Kappa Group Plc",0.0
6050,72.0,78.0,"Anthony Paul James Smurfit",male,"Smurfit Kappa Group Plc",1.0
6051,73.0,78.0,"Anthony Stephen Gill",male,"Smurfit Kappa Group Plc",0.0
6052,75.0,78.0,"Antonio Guadelupe Prado",male,"Smurfit Kappa Group Plc",0.0
6053,76.0,78.0,"Archie Kane",male,"Smurfit Kappa Group Plc",0.0
6054,82.0,78.0,"Benjamin Joseph Conte",male,"Smurfit Kappa Group Plc",0.0
6055,91.0,78.0,"Brad Martin",male,"Smurfit Kappa Group Plc",0.0
6056,92.0,78.0,"Breege O'Donoghue",female,"Smurfit Kappa Group Plc",0.0
6057,93.0,78.0,"Breffni Byrne",male,"Smurfit Kappa Group Plc",0.0
6058,98.0,78.0,"Brendan Fitzgerald",male,"Smurfit Kappa Group Plc",0.0
6059,108.0,78.0,"Brian Anthony Phelan",male,"Smurfit Kappa Group Plc",0.0
6060,109.0,78.0,"Brian Arthur Hall",male,"Smurfit Kappa Group Plc",0.0
6061,114.0,78.0,"Brian Conlon",male,"Smurfit Kappa Group Plc",0.0
6062,117.0,78.0,"Brian Gerard Hill",male,"Smurfit Kappa Group Plc",0.0
6063,118.0,78.0,"Brian Hall",male,"Smurfit Kappa Group Plc",0.0
6064,121.0,78.0,"Brian John Stewart",male,"Smurfit Kappa Group Plc",0.0
6065,123.0,78.0,"Brian Mehigan",male,"Smurfit Kappa Group Plc",0.0
6066,125.0,78.0,"Brian O'Cathain",male,"Smurfit Kappa Group Plc",0.0
6067,127.0,78.0,"Brian O'Kelly",male,"Smurfit Kappa Group Plc",0.0
6068,129.0,78.0,"Brian Raymond Hawkins",male,"Smurfit Kappa Group Plc",0.0
6069,131.0,78.0,"Brid Horan",female,"Smurfit Kappa Group Plc",0.0
6070,136.0,78.0,"Carl Patrick Mccann",male,"Smurfit Kappa Group Plc",0.0
6071,141.0,78.0,"Cathal Friel",male,"Smurfit Kappa Group Plc",0.0
6072,142.0,78.0,"Cathal O'Caoimh",male,"Smurfit Kappa Group Plc",0.0
6073,143.0,78.0,"Catherine Duffy",female,"Smurfit Kappa Group Plc",0.0
6074,145.0,78.0,"Catriona Mullane",female,"Smurfit Kappa Group Plc",0.0
6075,149.0,78.0,"Charles Hubert Gallagher",male,"Smurfit Kappa Group Plc",0.0
6076,151.0,78.0,"Charles Mccreevy",male,"Smurfit Kappa Group Plc",0.0
6077,154.0,78.0,"Charles Wathen",male,"Smurfit Kappa Group Plc",0.0
6078,158.0,78.0,"Christel Bories",female,"Smurfit Kappa Group Plc",1.0
6079,163.0,78.0,"Christopher Hall",male,"Smurfit Kappa Group Plc",0.0
6080,169.0,78.0,"Christoph Mueller",male,"Smurfit Kappa Group Plc",0.0
6081,171.0,78.0,"Ciara Mc Cormick[AP]",female,"Smurfit Kappa Group Plc",0.0
6082,173.0,78.0,"Coen Bos",male,"Smurfit Kappa Group Plc",0.0
6083,175.0,78.0,"Colin Hunt",male,"Smurfit Kappa Group Plc",0.0
6084,176.0,78.0,"Colin Patrick Tucker",male,"Smurfit Kappa Group Plc",0.0
6085,177.0,78.0,"Colm Barrington",male,"Smurfit Kappa Group Plc",0.0
6086,185.0,78.0,"Conor O'Kelly",male,"Smurfit Kappa Group Plc",0.0
6087,187.0,78.0,"Cormac Mccarthy",male,"Smurfit Kappa Group Plc",0.0
6088,192.0,78.0,"Daniel John Kitchen",male,"Smurfit Kappa Group Plc",0.0
6089,196.0,78.0,"Daniel Noel O'Connor",male,"Smurfit Kappa Group Plc",0.0
6090,199.0,78.0,"Danuta Gray",female,"Smurfit Kappa Group Plc",0.0
6091,200.0,78.0,"Davida Marston",female,"Smurfit Kappa Group Plc",0.0
6092,202.0,78.0,"David Begg",male,"Smurfit Kappa Group Plc",0.0
6093,203.0,78.0,"David Bonderman",male,"Smurfit Kappa Group Plc",0.0
6094,204.0,78.0,"David Byrne",male,"Smurfit Kappa Group Plc",0.0
6095,206.0,78.0,"David Doyle",male,"Smurfit Kappa Group Plc",0.0
6096,207.0,78.0,"David E. Sanders",male,"Smurfit Kappa Group Plc",0.0
6097,208.0,78.0,"David Farrell",male,"Smurfit Kappa Group Plc",0.0
6098,209.0,78.0,"David Gallagher",male,"Smurfit Kappa Group Plc",0.0
6099,213.0,78.0,"David Harrison",male,"Smurfit Kappa Group Plc",0.0
6100,215.0,78.0,"David Howard Thomas",male,"Smurfit Kappa Group Plc",0.0
6101,216.0,78.0,"David Kennedy",male,"Smurfit Kappa Group Plc",0.0
6102,220.0,78.0,"David Mccann",male,"Smurfit Kappa Group Plc",0.0
6103,224.0,78.0,"David Paige",male,"Smurfit Kappa Group Plc",0.0
6104,227.0,78.0,"David Quirke",male,"Smurfit Kappa Group Plc",0.0
6105,231.0,78.0,"David Symonds Hooker",male,"Smurfit Kappa Group Plc",0.0
6106,234.0,78.0,"Declan Gerard Francis Mckeon",male,"Smurfit Kappa Group Plc",0.0
6107,235.0,78.0,"Declan Giblin",male,"Smurfit Kappa Group Plc",0.0
6108,240.0,78.0,"Denis Buckley",male,"Smurfit Kappa Group Plc",0.0
6109,242.0,78.0,"Denis Carroll",male,"Smurfit Kappa Group Plc",0.0
6110,245.0,78.0,"Denis Francis Wallis",male,"Smurfit Kappa Group Plc",0.0
